1.065332485,1.044497526,0.529929042
2.113864041,2.023365431,0.928760718
3.129058698,2.875097845,1.097829401
4.09490623,3.546177287,0.995309758
4.996174644,3.994437368,0.646563778
5.8186504,4.191712259,0.137866557
6.549362564,4.125606453,-0.404937008
7.176787367,3.80027362,-0.847564567
7.691029946,3.23615562,-1.080515976
8.083980389,2.46869806,-1.046162168
8.349441631,1.546123121,-0.753001817
8.483227192,0.526399581,-0.273558876
8.483227192,-0.526399581,0.273558876
8.349441631,-1.546123121,0.753001817
8.083980389,-2.46869806,1.046162168
7.691029946,-3.23615562,1.080515976
7.176787367,-3.80027362,0.847564567
6.549362564,-4.125606453,0.404937008
5.8186504,-4.191712259,-0.137866557
4.996174644,-3.994437368,-0.646563778
4.09490623,-3.546177287,-0.995309758
3.129058698,-2.875097845,-1.097829401
2.113864041,-2.023365431,-0.928760718
1.065332485,-1.044497526,-0.529929042
1.04E-15,-1.03E-15,-5.39E-16
-1.07E+00,1.04E+00,0.529929042
-2.113864041,2.023365431,0.928760718
-3.129058698,2.875097845,1.097829401
-4.09490623,3.546177287,0.995309758
-4.996174644,3.994437368,0.646563778
-5.8186504,4.191712259,0.137866557
-6.549362564,4.125606453,-0.404937008
-7.176787367,3.80027362,-0.847564567
-7.691029946,3.23615562,-1.080515976
-8.083980389,2.46869806,-1.046162168
-8.349441631,1.546123121,-0.753001817
-8.483227192,0.526399581,-0.273558876
-8.483227192,-0.526399581,0.273558876
-8.349441631,-1.546123121,0.753001817
-8.083980389,-2.46869806,1.046162168
-7.691029946,-3.23615562,1.080515976
-7.176787367,-3.80027362,0.847564567
-6.549362564,-4.125606453,0.404937008
-5.8186504,-4.191712259,-0.137866557
-4.996174644,-3.994437368,-0.646563778
-4.09490623,-3.546177287,-0.995309758
-3.129058698,-2.875097845,-1.097829401
-2.113864041,-2.023365431,-0.928760718
-1.065332485,-1.044497526,-0.529929042
-2.08E-15,-2.06E-15,-1.08E-15
1.07E+00,1.04E+00,5.30E-01
2.113864041,2.023365431,0.928760718
3.129058698,2.875097845,1.097829401
4.09490623,3.546177287,0.995309758
4.996174644,3.994437368,0.646563778
5.8186504,4.191712259,0.137866557
6.549362564,4.125606453,-0.404937008
7.176787367,3.80027362,-0.847564567
7.691029946,3.23615562,-1.080515976
8.083980389,2.46869806,-1.046162168
8.349441631,1.546123121,-0.753001817
8.483227192,0.526399581,-0.273558876
8.483227192,-0.526399581,0.273558876
8.349441631,-1.546123121,0.753001817
8.083980389,-2.46869806,1.046162168
7.691029946,-3.23615562,1.080515976
7.176787367,-3.80027362,0.847564567
6.549362564,-4.125606453,0.404937008
5.8186504,-4.191712259,-0.137866557
4.996174644,-3.994437368,-0.646563778
4.09490623,-3.546177287,-0.995309758
3.129058698,-2.875097845,-1.097829401
2.113864041,-2.023365431,-0.928760718
1.065332485,-1.044497526,-0.529929042
3.12E-15,-3.09E-15,-1.62E-15
-1.07E+00,1.04E+00,0.529929042
-2.113864041,2.023365431,0.928760718
-3.129058698,2.875097845,1.097829401
-4.09490623,3.546177287,0.995309758
-4.996174644,3.994437368,0.646563778
-5.8186504,4.191712259,0.137866557
-6.549362564,4.125606453,-0.404937008
-7.176787367,3.80027362,-0.847564567
-7.691029946,3.23615562,-1.080515976
-8.083980389,2.46869806,-1.046162168
-8.349441631,1.546123121,-0.753001817
-8.483227192,0.526399581,-0.273558876
-8.483227192,-0.526399581,0.273558876
-8.349441631,-1.546123121,0.753001817
-8.083980389,-2.46869806,1.046162168
-7.691029946,-3.23615562,1.080515976
-7.176787367,-3.80027362,0.847564567
-6.549362564,-4.125606453,0.404937008
-5.8186504,-4.191712259,-0.137866557
-4.996174644,-3.994437368,-0.646563778
-4.09490623,-3.546177287,-0.995309758
-3.129058698,-2.875097845,-1.097829401
-2.113864041,-2.023365431,-0.928760718
-1.065332485,-1.044497526,-0.529929042
-4.16E-15,-4.11E-15,-2.16E-15
1.07E+00,1.04E+00,5.30E-01
2.113864041,2.023365431,0.928760718
3.129058698,2.875097845,1.097829401
4.09490623,3.546177287,0.995309758
4.996174644,3.994437368,0.646563778
5.8186504,4.191712259,0.137866557
6.549362564,4.125606453,-0.404937008
7.176787367,3.80027362,-0.847564567
